company_id,SIC_CD_3,final_score,decision,score_cf_alignment,reason_cf_alignment,score_actionability,reason_actionability,score_business_insight,reason_business_insight,score_logic_flow,reason_logic_flow,score_completeness,reason_completeness,score_clarity,reason_clarity,cf_alignment_match_rate,cf_alignment_n_matched,cf_alignment_n_ground_truth
131580,G46,3.3,Conditional Pass,2,Just 8/20 ground-truth CF values (40%) matched; most figures are missing or incorrect.,3,"The proposal outlines specific targets and KPIs for financial improvement, but lacks detailed responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights by identifying specific financial targets and actionable steps for improvement, such as optimizing working capital and revising pricing strategies, which are crucial for the firm's survival in the wholesale trade sector.",4,"The report presents a logically coherent flow, with clear causal relationships between the identified financial metrics and the proposed actions, although the reliance on percentage increases without contextual numerical accuracy slightly undermines the overall clarity.",5,"The report includes all 6 required sections, each with sufficient substance; the Executive Summary provides a clear overview, the Current Status Analysis details financial metrics, Improvement Scenarios outline specific targets, the Action Roadmap presents actionable steps, Risk Management identifies potential challenges, and Performance KPIs establish measurable outcomes.",3,"The report contains some clear metrics and actionable items, but it uses technical terms like 'Proximity score' and 'Sparsity score' without sufficient explanation, which may confuse executive readers unfamiliar with these concepts.",0.4,8,20
131874,G46,3.2,Reject,2,Just 9/20 ground-truth CF values (45%) matched; most figures are missing or incorrect.,3,"While the report outlines specific financial targets and actions, it lacks detailed responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights by identifying key financial indicators for improvement, such as the significant increase in Accounts Receivable and the strategic reduction of liabilities, which are crucial for the firm's survival in the wholesale trade sector.",4,"The report presents a logically coherent flow, with clear causal relationships between improved financial indicators and reduced bankruptcy probability, although some numerical claims could benefit from clearer contextual explanations.",4,"The report includes all 6 required sections, each with substantial content; however, the 'Current Status Analysis' could benefit from more detailed financial metrics and context to enhance clarity.",3,"The report contains some clear data points and actionable recommendations, but it uses excessive jargon (e.g., 'Sparsity' and 'liquidity') and vague expressions that may not be easily understood by all executive readers, potentially hindering accessibility.",0.45,9,20
132154,G46,3.3,Conditional Pass,3,Only 13/20 ground-truth CF values (65%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines specific improvement targets and short- to medium-term actions, it lacks clear responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights such as a clear focus on improving liquidity and operational efficiency, evidenced by the detailed action roadmap and risk management strategies, while also reflecting the characteristics of the wholesale trade sector through targeted financial metrics.",3,"The report presents a coherent flow of information and logical connections between cost management strategies and financial performance, but the improvement targets for bankruptcy probability appear contradictory, as an increase from 11.1% to 11.6% suggests a deterioration rather than an enhancement.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Current Status Analysis' could benefit from more detailed quantitative analysis to enhance clarity and depth.",3,"The report contains some clear sections, but it uses excessive jargon and vague expressions, such as 'bankruptcy probability improvement target' and 'strategic adjustments in financial indicators,' which may not be easily understood by all executive readers.",0.65,13,20
132208,G47,3.45,Conditional Pass,3,Only 14/20 ground-truth CF values (70%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines necessary financial improvements and actions but lacks specific responsible parties, deadlines, and methodologies, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into the company's financial health, including actionable improvement scenarios and a clear roadmap for addressing liquidity risks, which are critical for survival in the current sector context.",4,"The report presents a logical flow of information, with clear causal relationships between financial metrics and proposed actions, although some numerical claims may benefit from clearer contextual explanations to enhance understanding.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Improvement Scenarios' could benefit from more detailed quantitative analysis to enhance clarity on the impact of proposed changes.",3,"The report contains some clear metrics and actionable insights, but the use of technical terms like 'Proximity' and 'Sparsity' without definitions may confuse executive readers unfamiliar with financial jargon, detracting from overall clarity.",0.7,14,20
132663,G46,3.45,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"The report outlines clear improvement targets and short to medium-term actions, but lacks specific responsible parties, deadlines, and methodologies for execution, making it somewhat abstract and less actionable.",4,"The report provides strategic insights into the firm's financial health, highlighting significant improvements in bankruptcy probability and tangible assets, while also outlining actionable short-term and medium-term strategies to enhance financial stability and mitigate risks, which are crucial for the firm's survival in a competitive sector.",4,"The report presents a coherent flow of information, logically linking improvements in financial metrics to strategic actions, although some numerical claims could benefit from clearer contextual explanations to enhance understanding.",4,"The report includes all 6 required sections and provides substantial detail in each, particularly in the Executive Summary and Current Status Analysis; however, the Improvement Scenarios could benefit from more specific actionable steps to enhance clarity.",3,"The report contains some clear metrics and targets, but it uses excessive jargon (e.g., 'Sparsity score' and 'SG&A expenses') and complex numerical expressions that may not be easily understood by all executive readers.",0.5,10,20
132694,G46,3.45,Conditional Pass,3,Only 12/20 ground-truth CF values (60%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines significant financial improvements and identifies key risks, it lacks specific responsible parties, deadlines, and detailed methodologies for the proposed actions, making it challenging to execute immediately.",4,"The report provides strategic insights into the company's financial health, highlighting significant improvements in key metrics like EBITDA and pre-tax income, while also addressing critical risks such as the decline in net working capital, which reflects a comprehensive understanding of the firm's operational challenges and opportunities for growth.",4,"The report presents a coherent flow of information, logically connecting the company's improved financial metrics to the necessary actions and risks, although the drastic percentage changes in some metrics may raise questions about their practical implications.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed metrics in the Performance KPIs section to enhance clarity and completeness.",3,"While the report presents key financial metrics and trends clearly, it contains excessive jargon and complex expressions, such as 'quality score' and 'sparsity,' which may not be easily understood by all executive readers.",0.6,12,20
133250,G47,3.8,Pass,4,16/18 ground-truth CF values (89%) matched; minor narrative paraphrase acceptable per rubric.,4,"The proposal outlines specific financial targets and improvement scenarios, along with short-term and medium-term actions, but lacks clearly defined responsible parties and deadlines for implementation, which are critical for immediate execution.",4,"The report provides strategic insights through specific improvement scenarios and actionable roadmaps, particularly in enhancing gross profit margins and managing accounts receivable, which are crucial for the retail sector's financial health.",3,"The report presents a logical flow of information and outlines specific actions to improve financial metrics; however, the increase in accounts payable without a clear strategy to manage potential liquidity issues raises concerns about the overall risk management approach.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Current Status Analysis and Improvement Scenarios, although the Action Roadmap could benefit from more detailed steps and timelines.",3,"The report contains clear financial metrics and actionable insights, but the use of technical jargon such as 'pp' (percentage points) and specific ratios without context may hinder accessibility for some executive readers.",0.889,16,18
133266,G46,3.85,Pass,4,15/20 ground-truth CF values (75%) matched; minor narrative paraphrase acceptable per rubric.,3,"The proposal outlines specific targets and actions, but lacks clearly defined responsible parties and deadlines, making it somewhat abstract and less actionable for immediate execution.",4,"The report provides a comprehensive analysis of financial indicators and actionable strategies to improve the company's bankruptcy probability and financial stability, reflecting a strong understanding of the firm's sector and operational needs, although it could benefit from deeper market context and competitive analysis.",4,"The report presents a logically coherent flow, with clear causal relationships between proposed actions and the desired outcomes, such as the targeted decreases in various expenses leading to improved bankruptcy probabilities.",5,"The report includes all 6 required sections, each with sufficient substance, providing a comprehensive overview of the company's financial status, improvement scenarios, actionable steps, risk management strategies, and performance KPIs, which collectively support the goal of reducing bankruptcy probability.",4,"The report is generally clear and accessible for executive readers, though it contains some technical jargon (e.g., 'liquidation value' and 'non-current liabilities') that may require further simplification for broader understanding.",0.75,15,20
134378,G47,3.25,Reject,2,Just 9/20 ground-truth CF values (45%) matched; most figures are missing or incorrect.,3,"The proposal outlines clear short-term and medium-term actions, but lacks specific responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into the company's financial health, highlighting a significant reduction in bankruptcy probability and effective asset management, while also outlining actionable short-term and medium-term strategies to enhance liquidity and profitability.",4,"The report presents a logically coherent flow, with clear causal relationships such as the reduction in bankruptcy probability linked to effective financial strategies, although some numerical details could be more clearly contextualized to enhance understanding.",4,"The report includes all 6 required sections with substantial content, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed metrics in the Risk Management section to enhance completeness.",4,"The report uses clear and accessible language, effectively communicating key financial metrics and strategies without excessive jargon, although some numerical data may benefit from further contextual explanation for complete clarity.",0.45,9,20
134805,F42,3.05,Reject,2,Just 7/20 ground-truth CF values (35%) matched; most figures are missing or incorrect.,3,"The proposal outlines necessary actions and targets for improvement but lacks specific responsible parties, deadlines, and methodologies, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of the company's financial distress, outlines specific improvement targets, and proposes actionable strategies tailored to the construction sector, demonstrating genuine strategic insight rather than merely listing numbers.",3,"The report presents a logical flow in identifying financial issues and proposing actions; however, the drastic percentage changes in financial metrics raise concerns about their validity, which undermines the overall credibility of the causal reasoning.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Performance KPIs' section could benefit from more specific numerical targets and detailed metrics to enhance clarity and actionable insights.",3,"The report contains excessive jargon and complex metrics, such as '12820.1% decrease in Net Income,' which may confuse executive readers; simplifying language and providing context for these figures would enhance clarity.",0.35,7,20
135341,G47,3.7,Pass,4,18/20 ground-truth CF values (90%) matched; minor narrative paraphrase acceptable per rubric.,3,"The proposal outlines specific financial ratios to improve and includes short-term and medium-term actions, but lacks clear responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into improving financial ratios and operational efficiency, with a clear roadmap for actions and risk management, although it could benefit from more detailed sector-specific context and competitive analysis.",4,"The report presents a logically coherent flow, with clear causal relationships between financial improvements and the reduction of bankruptcy probability, though some numerical claims may raise questions about their feasibility.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Performance KPIs' section could benefit from additional context on how these KPIs will be monitored and evaluated over time.",3,"The report contains some clear metrics and actionable items, but it uses excessive jargon and complex expressions, such as 'Proximity value' and 'Sparsity value,' which may not be easily understood by all executive readers.",0.9,18,20
135406,L68,3.3,Conditional Pass,3,Only 12/20 ground-truth CF values (60%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines necessary financial adjustments and short- to medium-term actions, but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of the company's dire financial situation, outlines specific improvement scenarios, and presents a clear action roadmap, demonstrating genuine strategic insight necessary for the firm's survival in a challenging sector.",3,"The report presents a logical flow in identifying financial challenges and proposing improvement scenarios; however, the extreme percentage changes in financial indicators may confuse readers and detract from the clarity of the causal relationships between actions and outcomes.",4,"The report includes all 6 required sections and provides substantial content in each, particularly in the Current Status Analysis and Improvement Scenarios, but could benefit from more detailed metrics in the Action Roadmap and Performance KPIs.",3,"The report contains clear sections and actionable items, but it uses excessive jargon (e.g., 'Proximity' and 'Sparsity') and vague expressions (e.g., 'considerable changes to financials') that may hinder understanding for executive readers unfamiliar with technical terms.",0.6,12,20
135568,L68,3.35,Conditional Pass,2,Just 8/20 ground-truth CF values (40%) matched; most figures are missing or incorrect.,3,"While the report outlines specific targets and actions, such as implementing cost control measures and strengthening cash flow management, it lacks clearly defined responsible parties and deadlines for these actions, making it less actionable starting tomorrow.",4,"The report provides strategic insights, such as targeted improvements in net income and equity, and outlines actionable steps for financial stability, reflecting a comprehensive understanding of the real estate sector's dynamics.",4,"The report presents a logically coherent flow of information, with clear causal relationships between the company's financial improvements and the proposed actions, though some numerical claims could benefit from clearer contextual explanations.",5,"The report includes all 6 required sections, each with sufficient substance, providing a comprehensive overview of the company's financial status, improvement scenarios, action roadmap, risk management, and performance KPIs, all supported by relevant financial data and strategic insights.",4,"The report is mostly clear and accessible for executive readers, effectively communicating key financial metrics and improvement strategies; however, it contains some jargon (e.g., 'Proximity score' and 'paid-in capital as a percentage of total assets') that may require further clarification for those less familiar with financial terminology.",0.4,8,20
136315,F42,3.2,Reject,2,Just 8/20 ground-truth CF values (40%) matched; most figures are missing or incorrect.,3,"The proposal outlines specific actions and areas for improvement, such as aggressive accounts receivable collection and monitoring of liabilities, but lacks clear responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights into financial adjustments needed to improve bankruptcy probability and enhance liquidity, while also reflecting the firm's sector characteristics through a focus on cash flow management and operational performance metrics.",4,"The report presents a logically coherent flow of information, with clear causal relationships between financial adjustments and the goal of improving bankruptcy probability, though some numerical references may confuse the reader.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Improvement Scenarios, but could benefit from more detailed quantitative analysis in the Current Status Analysis and Action Roadmap sections.",3,"The report uses some clear language, but it includes excessive jargon and vague expressions, such as 'high-quality score' and 'strategic decision,' which may not be easily understood by all executive readers.",0.4,8,20
136474,L68,3.45,Conditional Pass,3,Only 11/20 ground-truth CF values (55%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines clear targets and a roadmap for improvement, but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides a comprehensive analysis of the firm's financial status and outlines strategic actions to significantly reduce bankruptcy risk, demonstrating genuine strategic insight; however, it could benefit from deeper exploration of market conditions and competitive positioning.",4,"The report presents a logically coherent flow, with clear causal relationships between proposed financial strategies and expected improvements, particularly in the action roadmap which effectively links short-term actions to medium-term goals, although some numerical inconsistencies may raise questions about the feasibility of the targets.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Improvement Scenarios, but could benefit from more detailed metrics in the Risk Management section to enhance clarity on potential risks.",3,"While the report presents quantitative targets and a structured approach, it contains excessive jargon and complex expressions, such as 'sparsity of 0.3548' and 'quality score of 0.87', which may hinder understanding for executive readers not familiar with technical financial terminology.",0.55,11,20
136786,L68,3.45,Conditional Pass,3,Only 14/20 ground-truth CF values (70%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines ambitious targets and a roadmap for improvement but lacks specific responsible parties, deadlines, and detailed methodologies for execution, making it abstract and challenging to implement immediately.",4,"The report provides a comprehensive analysis of the firm's financial status and outlines strategic improvement scenarios and actionable roadmaps, demonstrating genuine strategic insight for survival, particularly in addressing asset expansion and operational efficiency, which are critical in the firm's sector.",4,"The report presents a logically coherent flow, with clear causal relationships between the current financial status, proposed improvements, and the associated risks, although the ambitious targets may require further substantiation for feasibility.",4,"The report includes all 6 required sections and provides substantial content in each, particularly in the Current Status Analysis and Improvement Scenarios, though the Action Roadmap could benefit from more detailed steps for implementation.",3,"The report contains specific financial metrics and targets, but it uses excessive jargon and percentages that may be difficult for executive readers to grasp quickly, such as '0.0018%' for tangible assets, which could be simplified for clarity.",0.7,14,20
136808,G46,3.5,Conditional Pass,3,Only 11/20 ground-truth CF values (55%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines specific financial targets and actions, but lacks clearly defined responsible parties and deadlines for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights into financial improvement with specific targets for key performance indicators, such as increasing Gross Profit Margin and reducing Accounts Payable, while also addressing risk management and operational liquidity, which are crucial for the firm's survival in its sector.",4,"The report presents a coherent flow of information with logical connections between the company's current financial status, proposed improvement scenarios, and action roadmap, although some causal links could be more explicitly detailed, particularly regarding the impact of asset reductions on operational liquidity.",4,"The report includes all 6 required sections with sufficient substance; however, the Current Status Analysis could benefit from more detailed insights into the implications of the financial changes on overall company performance.",4,"The report uses clear language and provides specific financial metrics, but it could benefit from reducing jargon such as 'pp' and providing more context for terms like 'Tangible Assets' to enhance accessibility for executive readers.",0.55,11,20
137367,F42,3.45,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines clear financial targets and action steps, but lacks specific responsible parties, deadlines, and methodologies for execution, making it somewhat abstract and less actionable.",4,"The report provides strategic insights into the company's financial restructuring efforts, particularly the significant reduction in bankruptcy probability and the focus on improving liquidity through increased borrowings, while also addressing operational challenges, though it could benefit from more detailed action plans and sector-specific context.",4,"The report logically connects the need for increased borrowings and non-current liabilities to the goal of reducing bankruptcy probability, although the high sparsity indicates potential challenges in achieving these targets, which could have been more explicitly addressed.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Current Status Analysis' could benefit from deeper insights into the causes of the declines in pre-tax and operating income to enhance clarity on operational challenges.",3,"While the report presents important financial metrics and targets, it contains excessive jargon and complex expressions, such as 'high sparsity of 0.4516' and 'proximity of 0.0229', which may hinder understanding for executive readers unfamiliar with technical financial terminology.",0.5,10,20
137741,F42,3.7,Pass,4,17/20 ground-truth CF values (85%) matched; minor narrative paraphrase acceptable per rubric.,3,"While the report outlines specific targets and actions, it lacks clear responsible parties and deadlines for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into the firm's financial health, including specific improvement targets and a clear action roadmap, while also addressing risk management, which is crucial for the firm's survival in a challenging financial landscape.",4,"The report presents a logically coherent flow, with clear causal relationships between the identified financial challenges and proposed actions, particularly in the Action Roadmap where short-term and medium-term strategies directly address the issues highlighted in the Current Status Analysis.",4,"The report includes all 6 required sections with sufficient substance; however, the Current Status Analysis could benefit from more detailed quantitative data to enhance clarity on the financial structure.",3,"The report contains some clear metrics and actionable items, but it uses excessive jargon (e.g., 'Proximity', 'Sparsity') and complex percentage changes that may confuse executive readers unfamiliar with financial terminology.",0.85,17,20
137833,L68,3.55,Conditional Pass,5,20/20 ground-truth CF values (100%) found verbatim (within tolerance) in the report.,2,"The proposal lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it abstract and impractical for immediate execution despite identifying key financial targets.",4,"The report provides strategic insights by identifying critical financial improvements and a clear action roadmap, particularly emphasizing the need to enhance tangible assets and manage cash flow ratios, which are essential for the firm's survival in a challenging financial landscape.",3,"The report presents a logical flow of information and outlines a clear strategy for reducing bankruptcy probability; however, the drastic percentage changes proposed in financial metrics raise concerns about feasibility and coherence, particularly in the context of the current financial posture described.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Current Status Analysis' could benefit from more detailed explanations of the financial ratios and their implications for clarity.",3,"The report contains some clear metrics and targets, but it uses excessive jargon (e.g., 'Proximity', 'Sparsity') and complex percentages that may confuse executive readers, detracting from overall clarity.",1.0,20,20
138125,G47,3.55,Conditional Pass,4,18/20 ground-truth CF values (90%) matched; minor narrative paraphrase acceptable per rubric.,3,"The proposal outlines specific targets and actions, but lacks clear responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of the company's financial status, identifies clear improvement targets, and outlines actionable strategies tailored to the retail sector, demonstrating genuine strategic insight for the firm's survival despite some concerning financial indicators.",3,"The report presents a coherent structure and logical flow, but the drastic percentage changes in financial metrics raise concerns about the accuracy and feasibility of the proposed improvements, particularly the assumption that increased intangible assets will directly lead to better financial performance without addressing the underlying issues of negative income and liquidity.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed metrics in the Action Roadmap and Risk Management sections to enhance clarity and actionable insights.",3,"While the report presents critical financial data and improvement targets, it contains excessive jargon and complex percentage changes that may confuse executive readers; for instance, terms like 'EBITDA' and 'reserve ratios' could be simplified or explained for clarity.",0.9,18,20
138516,F42,3.45,Conditional Pass,3,Only 12/20 ground-truth CF values (60%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines necessary financial improvements and actions but lacks specific responsible parties, deadlines, and detailed methodologies, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of the company's financial distress, outlines specific improvement scenarios, and proposes actionable steps, demonstrating genuine strategic insight necessary for the firm's survival in the construction sector.",4,"The report presents a logically coherent flow, with clear causal relationships between the financial challenges identified and the proposed actions, particularly in the Action Roadmap where short-term and medium-term strategies are aligned with the goal of reducing bankruptcy probability.",4,"The report includes all six required sections with sufficient substance; however, the 'Performance KPIs' section could benefit from more detailed metrics and targets to enhance clarity and effectiveness.",3,"The report contains clear sections and actionable items, but it uses excessive financial jargon and complex metrics (e.g., 'Pre-Tax Income has decreased from 0.1282 to -5.7776') that may not be easily understood by executive readers without a financial background.",0.6,12,20
138707,G46,3.3,Conditional Pass,3,Only 11/20 ground-truth CF values (55%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines significant financial targets and improvement scenarios, it lacks specific responsible parties, deadlines, and clear methodologies for implementation, making it somewhat abstract and challenging to execute immediately.",4,"The report provides strategic insights into the company's financial health, highlighting critical areas for improvement and actionable steps, such as enhancing Non-Operating Income and operational efficiency, while also appropriately reflecting the challenges and opportunities within the wholesale trade sector.",3,"The report presents a logical flow in identifying financial issues and suggesting improvements, but the extreme percentage changes in financial metrics raise concerns about the validity of the data and the feasibility of the proposed actions.",4,"The report includes all 6 required sections and provides substantial content in each, particularly in the Current Status Analysis and Improvement Scenarios, though some areas could benefit from more detailed action steps in the Action Roadmap.",3,"The report contains clear sections and actionable recommendations, but it uses excessive jargon and complex metrics (e.g., 'Proximity' and 'Sparsity') that may not be easily understood by executive readers without a financial background.",0.55,11,20
138776,L68,3.2,Reject,2,Just 7/20 ground-truth CF values (35%) matched; most figures are missing or incorrect.,3,"The proposal outlines a structured approach with specific targets and KPIs, but lacks clear responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into improving financial stability and operational efficiency, particularly through targeted improvements in key metrics such as bankruptcy probability and EBITDA, while also addressing risks associated with increased liabilities, which is crucial for survival in the real estate sector.",4,"The report presents a logically coherent flow, with clear causal relationships between the proposed financial improvements and the targeted reduction in bankruptcy probability, although some metrics could benefit from clearer contextual explanations.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Current Status Analysis and Improvement Scenarios, but could benefit from more detailed metrics and timelines in the Action Roadmap and Performance KPIs.",3,"The report contains excessive jargon and complex metrics, such as '1205.2% increase' and '0.4000 of total assets', which may not be easily understood by executive readers without a financial background.",0.35,7,20
138788,G46,3.45,Conditional Pass,3,Only 14/20 ground-truth CF values (70%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines clear improvement targets and action steps but lacks specific responsible parties, deadlines, and methodologies, making it somewhat abstract and less actionable for immediate execution.",4,"The report provides strategic insights into the firm's financial challenges and actionable improvement scenarios, such as enhancing revenue generation and diversifying income sources, which are crucial for survival in a competitive landscape.",4,"The report presents a coherent flow of information, logically connecting the current financial challenges to proposed improvement scenarios and action plans, although some numerical claims may be misleading without context.",4,"The report includes all six required sections, each with substantial content; however, the 'Improvement Scenarios' could benefit from more detailed action steps to enhance clarity and execution.",3,"The report contains clear sections and actionable insights, but it is laden with excessive jargon and complex percentage changes that may confuse executive readers, such as '16836.4% decrease' which lacks context for understanding the implications.",0.7,14,20
139546,G46,3.25,Reject,2,Just 8/20 ground-truth CF values (40%) matched; most figures are missing or incorrect.,3,"While the report outlines clear targets and improvement scenarios, it lacks specific responsible parties and deadlines for implementation, making it less actionable for immediate execution.",4,"The report provides strategic insights aimed at reducing bankruptcy probability and improving financial indicators, with actionable short- and medium-term plans, although it could benefit from deeper analysis of market conditions and competitive positioning.",4,"The report presents a logically coherent flow, with clear causal relationships between proposed actions and expected outcomes, particularly in the action roadmap where short-term and medium-term strategies are aligned with the overall goal of reducing bankruptcy probability.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Current Status Analysis' could benefit from more detailed insights into the implications of the financial changes discussed.",4,"The report is largely clear and accessible for executive readers, with straightforward language and a logical structure; however, it could benefit from reducing the use of technical terms like 'percentage point' and providing more context for financial metrics to enhance understanding.",0.4,8,20
139688,L68,3.7,Pass,4,16/20 ground-truth CF values (80%) matched; minor narrative paraphrase acceptable per rubric.,3,"While the report outlines specific targets and a roadmap for improvement, it lacks clear responsible parties and deadlines for implementation, making it challenging to execute immediately.",4,"The report provides a comprehensive strategic improvement plan with specific targets and actions tailored to the real estate sector, demonstrating genuine insight into the company's financial challenges and necessary adjustments, although the complexity of implementation could be better addressed.",4,"The report presents a logically structured plan with clear causal relationships, such as the need for immediate action due to a high bankruptcy probability, and outlines specific improvement scenarios that directly address identified financial weaknesses, although the complexity of implementation could pose challenges.",4,"The report includes all 6 required sections with sufficient substance; however, the Current Status Analysis could benefit from more detailed financial metrics and context to enhance clarity.",3,"While the report presents critical financial data and improvement strategies, it contains excessive jargon and complex metrics (e.g., 'Sparsity' and 'Proximity') that may not be easily understood by executive readers, potentially hindering clarity and accessibility.",0.8,16,20
140567,L68,3.4,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines clear short-term and medium-term actions, but lacks specific responsible parties, deadlines, and methodologies, making it somewhat abstract and less actionable for immediate implementation.",4,"The report provides a comprehensive analysis of the company's financial challenges and outlines strategic actions to improve liquidity and profitability, demonstrating genuine strategic insight necessary for the firm's survival in a challenging sector.",3,"The report presents a coherent flow of information and logical connections between the financial challenges and proposed actions, but the drastic percentage changes and the contradictory nature of some metrics (e.g., increased Paid-in Capital alongside decreased Total Equity) create confusion regarding the overall financial strategy.",5,"The report includes all 6 required sections, each with sufficient substance, providing a comprehensive overview of the company's financial status, improvement scenarios, actionable steps, risk management strategies, and performance KPIs, thus demonstrating structural and formal compliance.",3,"The report contains clear sections and actionable insights, but it is heavily laden with financial jargon and complex percentages that may obscure understanding for executive readers, such as the use of terms like 'Paid-in Capital' and 'Net Working Capital' without sufficient context.",0.5,10,20
140758,F42,3.6,Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines necessary actions and targets but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of the company's financial status, identifies critical areas for improvement, and outlines actionable strategies tailored to the construction sector, demonstrating genuine strategic insight rather than merely listing numbers.",4,"The report logically connects the need for improved profitability ratios to the target bankruptcy probability, with clear action steps outlined to address financial challenges, although it could benefit from more detailed causal links between actions and expected outcomes.",5,"The report includes all six required sections, each with sufficient substance, providing a comprehensive overview of the company's financial status, improvement scenarios, actionable steps, risk management strategies, and performance KPIs, which are essential for informed decision-making.",4,"The report is largely clear and accessible for executive readers, effectively communicating key financial metrics and action plans, though it could benefit from reducing the use of percentages and technical jargon in favor of more straightforward language.",0.5,10,20
141128,G47,3.95,Pass,5,19/20 ground-truth CF values (95%) found verbatim (within tolerance) in the report.,3,"While the report outlines specific financial targets and a roadmap for action, it lacks defined responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights through targeted financial improvements and a clear action roadmap, reflecting the retail sector's need for operational efficiency and liquidity management, although it could benefit from more detailed market analysis and competitive positioning.",4,"The report presents a coherent flow of information, logically linking the company's stable financial status to the proposed improvements and actions, although some numerical details could be clearer to enhance understanding.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Improvement Scenarios, but could benefit from more detailed metrics or examples in the Risk Management section to enhance clarity and depth.",3,"The report contains some clear financial metrics and actionable insights, but it uses excessive jargon (e.g., 'Proximity score', 'Sparsity') and vague expressions that may not be easily understood by executive readers without a financial background.",0.95,19,20
